EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5136701,MOREHOUSE PAR.,COUNTYWIDE,03/18/2000,1945,Flash Flood, , ,0,0,10000,0,LA,CST, ,1092335,C,67,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,03/18/2000,2145, , , , ,"Thunderstorms with very heavy rain caused flooding and the closure of several roads. Several homes were threatened.","",1
5136702,WEST CARROLL PAR.,COUNTYWIDE,03/18/2000,2000,Flash Flood, , ,0,0,5000,0,LA,CST, ,1092335,C,123,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,03/18/2000,2200, , , , ,"Thunderstorms with very heavy rain caused flooding of several roads.","",2
5140944,TENSAS PAR.,COUNTYWIDE,04/03/2000,30,Flash Flood, , ,0,0,10000,0,LA,CST, ,1093932,C,107,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,330, , , , ,"A couple of homes and several roads were flooded.","",3
5140957,MADISON PAR.,COUNTYWIDE,04/03/2000,430,Flash Flood, , ,0,0,5000,0,LA,CST, ,1093932,C,65,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,900, , , , ,"A few homes and several roads received some flood damage.","",4
5140948,RICHLAND PAR.,COUNTYWIDE,04/03/2000,500,Flash Flood, , ,0,0,10000,0,LA,CST, ,1093932,C,83,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,900, , , , ,"Several homes and roads were damaged.","",5
5140949,EAST CARROLL PAR.,COUNTYWIDE,04/03/2000,500,Flash Flood, , ,0,0,10000,0,LA,CST, ,1093932,C,35,JAN,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,04/03/2000,900, , , , ,"Several homes and roads were flooded.","",6
5140947,FRANKLIN PAR.,COUNTYWIDE,04/03/2000,500,Flash Flood, , ,0,0,10000,0,LA,CST, ,1093932,C,41,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,900, , , , ,"A couple of homes and several roads were flooded.","",7
5140443,WINN PAR.,WINNFIELD,04/03/2000,845,Flash Flood, , ,0,0,0,0,LA,CST, ,1093424,C,127,SHV,0,0,LAW ENFORCEMENT, , , , , , , ,WINNFIELD,04/03/2000,1000, , , , ,"Several state highways were under water and had to be closed including highways 167, 471, 124, 156, 127.","",8
5140952,EAST CARROLL PAR.,COUNTYWIDE,04/03/2000,1045,Flash Flood, , ,0,0,10000,0,LA,CST, ,1093932,C,35,JAN,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,04/03/2000,1200, , , , ,"Several homes received water damage.","",9
5140951,MADISON PAR.,COUNTYWIDE,04/03/2000,1100,Flash Flood, , ,0,0,5000,0,LA,CST, ,1093932,C,65,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,1200, , , , ,"A few homes received some flood damage.","",10
5140956,MOREHOUSE PAR.,COUNTYWIDE,04/03/2000,1100,Flash Flood, , ,0,0,5000,0,LA,CST, ,1093932,C,67,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,1300, , , , ,"Several low-lying roads were flooded.","",11
5140955,WEST CARROLL PAR.,COUNTYWIDE,04/03/2000,1100,Flash Flood, , ,0,0,8000,0,LA,CST, ,1093932,C,123,JAN,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,04/03/2000,1300, , , , ,"Several homes received damage from flooding.","",12
5140954,RICHLAND PAR.,COUNTYWIDE,04/03/2000,1100,Flash Flood, , ,0,0,5000,0,LA,CST, ,1093932,C,83,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,1230, , , , ,"Several low -lying roads were under water.","",13
5140953,FRANKLIN PAR.,COUNTYWIDE,04/03/2000,1100,Flash Flood, , ,0,0,5000,0,LA,CST, ,1093932,C,41,JAN,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,04/03/2000,1230, , , , ,"Several small roads were under water.","",14
5140934,CALCASIEU PAR.,SULPHUR,04/12/2000,1100,Flash Flood, , ,0,0,50000,0,LA,CST, ,1094050,C,19,LCH,0,0,NWS STORM SURVEY, , , , , , , ,SULPHUR,04/12/2000,1200, , , , ,"","Over five inches of rain fell in less than three hours, resulting in serious street flooding. Water rose into several homes and businesses along Highway 90 in Sulphur.",15
5143173,CADDO PAR.,SHREVEPORT,05/04/2000,100,Flood, , ,0,0,0,0,LA,CST, ,1094719,C,17,SHV,0,0,BROADCAST MEDIA, , , , , , , ,SHREVEPORT,05/04/2000,200, , , , ,"Minor flooding in the city.","",16
5143177,BOSSIER PAR.,BOSSIER CITY,05/04/2000,200,Flash Flood, , ,0,0,0,0,LA,CST, ,1094723,C,15,SHV,0,0,LAW ENFORCEMENT, , , ,6,SE,6,SE,BOSSIER CITY,05/04/2000,600, , , , ,"Rapidly rising water flooded Why 71 south of Sligo road near the LSU Agriculture Center.","",17
5143174,CADDO PAR.,SHREVEPORT,05/04/2000,200,Flash Flood, , ,0,0,0,0,LA,CST, ,1094720,C,17,SHV,0,0,LAW ENFORCEMENT, , , , , , , ,SHREVEPORT,05/04/2000,600, , , , ,"Several roads closed including Hwy 80 and 169 due to rapid rising of water.","",18
5149201,EAST BATON ROUGE PAR.,BATON ROUGE,05/05/2000,1530,Flood, , ,0,0,0,0,LA,CST, ,1096594,C,33,LIX,0,0,EMERGENCY MANAGER, , , , , , , ,BATON ROUGE,05/05/2000,2030, , , , ,"Thunderstorms produced localized rainfall amounts of 3 to 5 inches in the southeast portions of the Baton Rouge area. The heavy rainfall resulted in considerable street flooding with a least five roadways temporarily closed due to high water.","",19
5143276,CADDO PAR.,SHREVEPORT,05/27/2000,2045,Flash Flood, , ,0,0,0,0,LA,CST, ,1094738,C,17,SHV,0,0,TRAINED SPOTTER, , , , , , , ,SHREVEPORT,05/27/2000,2345, , , , ,"Several city streets were underwater including Pines Road which was closed.","",20
5143277,BOSSIER PAR.,BOSSIER CITY,05/27/2000,2140,Flash Flood, , ,0,0,0,0,LA,CST, ,1094738,C,15,SHV,0,0,TRAINED SPOTTER, , , , , , , ,BOSSIER CITY,05/27/2000,2345, , , , ,"Street flooding throughout the city.  Some city streets were closed due to the high water.","",21
5161366,LAFOURCHE PAR.,LOCKPORT,10/06/2000,1500,Flood, , ,0,0,30000,0,LA,CST, ,1103717,C,57,LIX,0,0,NEWSPAPER, , , , , , , ,LOCKPORT,10/06/2000,1500, , , , ,"Five homes sustained water damage when nearly six inches of rain fell in less than three hours.","",22
5230871,BOSSIER (ZONE), ,02/18/2001,1800,Flood, , ,0,0,35000,0,LA,CST, ,1110815,Z,2,SHV,0,0,EMERGENCY MANAGER, , , , , , , , ,02/28/2001,2359, , , , ,"Excessive and prolonged rain fell across northwest Louisiana resulting in high water on Lake Bistineau.  The lake crested at 144.8 feet on the evening of the 22nd and the morning of the 23rd.  As a result some dozen homes were damaged by flood waters.","",23
5230873,BIENVILLE (ZONE), ,02/18/2001,1800,Flood, , ,0,0,42000,0,LA,CST, ,1110815,Z,12,SHV,0,0,EMERGENCY MANAGER, , , , , , , , ,02/28/2001,2359, , , , ,"Excessive and prolonged rain fell across northwest Louisiana resulting in high water on Lake Bistineau.  The lake crested at 144.8 feet on the evening of the 22nd and the morning of the 23rd.  As a result some dozen homes were damaged by flood waters.","",24
5230872,WEBSTER (ZONE), ,02/18/2001,1800,Flood, , ,0,0,35000,0,LA,CST, ,1110815,Z,3,SHV,0,0,EMERGENCY MANAGER, , , , , , , , ,02/28/2001,2359, , , , ,"Excessive and prolonged rain fell across northwest Louisiana resulting in high water on Lake Bistineau.  The lake crested at 144.8 feet on the evening of the 22nd and the morning of the 23rd.  As a result some dozen homes were damaged by flood waters.","",25
5230774,CADDO PAR.,SHREVEPORT,02/28/2001,2230,Flash Flood, , ,0,0,0,0,LA,CST, ,1110812,C,17,SHV,0,0,LAW ENFORCEMENT, , , , , , , ,SHREVEPORT,02/28/2001,2230, , , , ,"Flash flooding on I-20 eastbound at Monkhouse drive, including the on ramp.  Flooding on North Common St and at the intersection of Line Ave and Pierrement.","",26
5235134,WEBSTER (ZONE), ,03/01/2001,0,Flood, , ,0,0,0,0,LA,CST, ,1111629,Z,3,SHV,0,0,EMERGENCY MANAGER, , , , , , , , ,03/25/2001,2100, , , , ,"Heavy rainfall throughout the early portion of March led to some of the highest water levels on Lake Bistineau and Bayou Dorcheat since 1997 and 1991.  Up to two dozen homes were flooded including all camps and campgrounds which had to be evacuated.  Bayou Dorcheat at Dixie Inn crested at 22.2 feet on March 4th.  Flood state is 14 feet.  Lake Bistineau crested at 147.1 feet on March 5th and 6th.  Flood stage is 142.5 feet.  Dollar figures were not available.","",27
