EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5554856,ST. TAMMANY PAR.,SLIDELL,04/14/1996,2300,Flood, , ,0,0,0,0,LA,CST, ,2034832,C,103,LIX,0,0, , , , , , , , ,SLIDELL,04/14/1996,2300, , , , ,"","Six to nine inches of rain caused widespread street flooding and flooding of a few houses and automobiles.",1
5554857,ST. TAMMANY PAR.,PEARL RIVER,04/14/1996,2300,Flood, , ,0,0,0,0,LA,CST, ,2034833,C,103,LIX,0,0, , , , , , , , ,PEARL RIVER,04/14/1996,2300, , , , ,"","Five to eight inches of rain caused widespread street flooding and flooding of a few houses.",2
5543527,FRANKLIN PAR.,WINNSBORO,05/28/1996,2300,Flash Flood, , ,0,0,0,0,LA,CST, ,1006214,C,41,JAN,0,0, , , , ,2,N,2,N,WINNSBORO,05/29/1996,0, , , , ,"","Several roads were underwater to the northeast of Winnsboro.",3
5543528,RICHLAND PAR.,HOLLY RIDGE,05/28/1996,2340,Flash Flood, , ,0,0,0,0,LA,CST, ,2033420,C,83,JAN,0,0, , , , ,4,N,4,N,HOLLY RIDGE,05/29/1996,40, , , , ,"","Flood waters were over several roads.",4
5550937,CADDO PAR.,VIVIAN,06/01/1996,1050,Flash Flood, , ,0,0,0,0,LA,CST, ,2036669,C,17,SHV,0,0, , , , , , , , ,VIVIAN,06/01/1996,1230, , , , ,"","An estimated six inches of rain fell causing Hwy 1 near Hwy 7 to flood resulting in an automobile accidnet..",5
5550938,CADDO PAR.,VIVIAN,06/01/1996,1050,Flash Flood, , ,0,1,0,0,LA,CST, ,2036670,C,17,SHV,0,0, , , , , , , , ,VIVIAN,06/01/1996,1230, , , , ,"","An estimated 6 inches of rain fell causing Hwy 1 near hwy 71 to flood which resulted in an automobile accident.",6
5550939,CADDO PAR.,SHREVEPORT,06/01/1996,1400,Flash Flood, , ,0,0,0,0,LA,CST, ,2036671,C,17,SHV,0,0, , , , , , , , ,SHREVEPORT,06/01/1996,1600, , , , ,"","Heavy rain in a short period of time resulted in six inches of water across Old Bienville road.  The water coverd the road for approximately one hundred yards and closed the road.",7
5550940,CADDO PAR.,SHREVEPORT,06/01/1996,1430,Flash Flood, , ,0,0,0,0,LA,CST, ,2036672,C,17,SHV,0,0, , , , , , , , ,SHREVEPORT,06/01/1996,1530, , , , ,"","A rainfall observer reported 3.62 inches of rain in one hour.  As a result, I-20 near Fairgrounds Road was impassable due to high water.",8
5550956,BOSSIER PAR.,PLAIN DEALING,06/13/1996,900,Flash Flood, , ,0,0,0,0,LA,CST, ,2036687,C,15,SHV,0,0, , , , , , , , ,PLAIN DEALING,06/13/1996,1030, , , , ,"","Many streets and roadways inside the city were underwater.",9
5550957,WEBSTER PAR.,SPRINGHILL,06/13/1996,900,Flash Flood, , ,0,0,0,0,LA,CST, ,2036688,C,119,SHV,0,0, , , , , , , , ,SPRINGHILL,06/13/1996,1100, , , , ,"","A National Weather Service Cooperative Observer reported six inches of rain with all roads leading into Lake Erling underwater and impassable.",10
5552305,CALCASIEU PAR.,LAKE CHARLES,06/19/1996,1430,Flood, , ,0,0,1000,0,LA,CST, ,2037347,C,19,LCH,0,0, , , , , , , , ,LAKE CHARLES,06/19/1996,1430, , , , ,"","Heavy rain caused several streets to flood, including Highway 14 on the east side of Lake Charles.",11
5557479,ST. MARY PAR.,MORGAN CITY,07/09/1996,1400,Flood, , ,0,0,10000,0,LA,CST, ,2041944,C,101,LCH,0,0, , , , , , , , ,MORGAN CITY,07/09/1996,1430, , , , ,"","Several roads were flooded due to pumping stations not able to keep up with the rain. Over four inches of rain fell in less than one hour. Several businesses on Railroad and Front Street had less than two inches of water in them.",12
5559818,RICHLAND PAR.,DELHI,07/09/1996,1630,Flash Flood, , ,0,0,0,0,LA,CST, ,2040716,C,83,JAN,0,0, , , , , , , , ,DELHI,07/09/1996,1645, , , , ,"","Numerous streets and small streams were flooded.",13
