EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5499626,AVOYELLES PAR.,MARKSVILLE,04/29/2006,1655,Flash Flood, , ,0,0,80000,0,LA,CST, ,1207871,C,9,LCH,0,0,LAW ENFORCEMENT, , , , , , , ,MARKSVILLE,04/29/2006,1900,31.13333,-92.06667,31.13333,-92.06667,"","Several feet of water entered some homes just north of Marksville.",1
5502760,EAST BATON ROUGE PAR.,BATON ROUGE,04/29/2006,1830,Flash Flood, , ,0,0,0,0,LA,CST, ,1209283,C,33,LIX,0,0,BROADCAST MEDIA, , , , , , , ,BATON ROUGE,04/29/2006,2000,30.46667,-91.16667,30.46667,-91.16667,"A few inches of water was reported in a few houses and in some units of an apartment complex.","",2
5499628,LAFAYETTE PAR.,SCOTT,04/29/2006,1830,Flash Flood, , ,0,0,10000,0,LA,CST, ,1207873,C,55,LCH,0,0,GENERAL PUBLIC, , , , , , , ,SCOTT,04/29/2006,2030,30.23333,-92.1,30.23333,-92.1,"","Water just started coming into homes around Scott.",3
5499630,IBERIA PAR.,NEW IBERIA,04/29/2006,1900,Flash Flood, , ,0,0,10000,0,LA,CST, ,1207875,C,45,LCH,0,0,BROADCAST MEDIA, , , , , , , ,NEW IBERIA,04/29/2006,2030,30,-91.81667,30,-91.81667,"","Numerous streets were under 2 to 3 feet of water.",4
5502770,ST. TAMMANY PAR.,MANDEVILLE,04/29/2006,2200,Flash Flood, , ,0,0,0,0,LA,CST, ,1209293,C,103,LIX,0,0,NEWSPAPER, , , , , , , ,MANDEVILLE,04/29/2006,2359,30.36667,-90.08333,30.36667,-90.08333,"Rainfall amounts of up to 6 inches resulted in the flooding of about 10 homes and caused considerable street flooding in portions of Mandeville.","",5
5515404,CALCASIEU PAR.,SULPHUR,06/19/2006,355,Flash Flood, , ,0,0,500000,0,LA,CST, ,1213072,C,19,LCH,0,0,NWS STORM SURVEY, , , , , , , ,SULPHUR,06/19/2006,1000, , , , ,"","Between six and ten inches of rain fell in less than three hours, resulting in widespread flooding in the Sulphur area. Many roads in the Sulphur and Carlyss regions were impassable. A nursing home in Sulphur had to be evacuated due to water entering the building. Several other homes and businesses had water enter them.",6
5520381,CALCASIEU PAR.,LAKE CHARLES,07/26/2006,900,Flash Flood, , ,0,0,10000,0,LA,CST, ,1215823,C,19,LCH,0,0,OTHER FEDERAL AGENCY, , , , , , , ,LAKE CHARLES,07/26/2006,1000, , , , ,"","Cars were flooded in high water along Ryan Street. As much as five inches of rain fell in less than three hours.",7
5520383,BEAUREGARD PAR.,RAGLEY,07/26/2006,930,Flash Flood, , ,0,0,10000,0,LA,CST, ,1215825,C,11,LCH,0,0,EMERGENCY MANAGER, , , , , , , ,RAGLEY,07/26/2006,1030, , , , ,"","Nearly five inches of rain resulted in flooding of Highway 171 near Ragley.",8
5520385,CALCASIEU PAR.,WESTLAKE,07/26/2006,1800,Flash Flood, , ,0,0,10000,0,LA,CST, ,1215827,C,19,LCH,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,WESTLAKE,07/26/2006,2200, , , , ,"","Additional rains reaggravated the flooding in Westlake and Lake Charles. Water had entered or was approaching several homes and businesses.",9
5532848,EAST BATON ROUGE PAR.,BATON ROUGE,08/09/2006,1615,Flash Flood, , ,0,0,2000,0,LA,CST, ,1220606,C,33,LIX,0,0,LAW ENFORCEMENT, , , , , , , ,BATON ROUGE,08/09/2006,1800, , , , ,"Flash flooding of low lying areas and roadways reported in the southern portion of Baton Rouge.","Severe thunderstorms developed over southeast Louisiana, particularly in the greater Baton Rouge area.",10
