EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
279329,TANGIPAHOA PAR.,BAPTIST,03/04/2011,1835,Flash Flood, , ,0,0,0,0,LA,CST-6, ,47898,C,105,LIX,0,0,Law Enforcement,Heavy Rain, , ,3,N,1,SSW,WADESBORO,03/04/2011,2200,30.5416,-90.5287,30.4097,-90.4848,"A few roads in eastern portions of Hammond, including Old Covington Highway and Highway 190 East had water across them.  Several roads were flooded between the Hammond area and Pontchatoula. A few other roads were closed due to high water.","Nearly stationary thunderstorms produced rain totals in excess of 6 inches over a small portion of southeast Louisiana.",1
280522,EAST BATON ROUGE PAR.,ZACHARY,03/08/2011,1600,Flash Flood, , ,0,0,10000,0,LA,CST-6, ,48068,C,33,LIX,0,0,Broadcast Media,Heavy Rain, , ,0,N,2,WSW,ZACHARY,03/08/2011,1800,30.65,-91.15,30.6412,-91.1735,"WAFB-TV in Baton Rouge reported extensive street flooding in the Old Scenic Highway area. Several vehicles were submerged. The entrance to Sweet Briar Mobile Home Park was impassible.","Thunderstorms in advance of a strong cold front produced numerous reports of flooding and severe weather on the afternoon of the 8th through the morning of the 9th.",2
280523,EAST BATON ROUGE PAR.,GREENWELL SPGS,03/08/2011,1620,Flash Flood, , ,0,0,10000,0,LA,CST-6, ,48068,C,33,LIX,0,0,Emergency Manager,Heavy Rain, , ,0,N,1,S,GREENWELL SPGS,03/08/2011,1800,30.58,-91,30.5711,-91.0016,"High water was reported on many roads. A nursing home had water coming under the doorway in Greenwell Springs.","Thunderstorms in advance of a strong cold front produced numerous reports of flooding and severe weather on the afternoon of the 8th through the morning of the 9th.",3
280535,TANGIPAHOA PAR.,TANGIPAHOA,03/08/2011,1630,Flash Flood, , ,0,0,100000,0,LA,CST-6, ,48068,C,105,LIX,0,0,Emergency Manager,Heavy Rain, , ,0,N,1,W,TANGIPAHOA,03/08/2011,1900,30.87,-90.5,30.8683,-90.5152,"Approximately 100 to 150 homes were flooded in Tangipahoa.","Thunderstorms in advance of a strong cold front produced numerous reports of flooding and severe weather on the afternoon of the 8th through the morning of the 9th.",4
280543,TANGIPAHOA PAR.,KENTWOOD,03/08/2011,1656,Flash Flood, , ,0,0,0,0,LA,CST-6, ,48068,C,105,LIX,0,0,Fire Department/Rescue,Heavy Rain, , ,0,N,1,N,KENTWOOD,03/08/2011,1900,30.93,-90.52,30.9473,-90.5217,"Many roads were reported under water in Kentwood.","Thunderstorms in advance of a strong cold front produced numerous reports of flooding and severe weather on the afternoon of the 8th through the morning of the 9th.",5
292807,RAPIDES PAR.,SIEPER,03/08/2011,1900,Flash Flood, , ,0,0,200000,0,LA,CST-6, ,49845,C,79,LCH,0,0,Law Enforcement,Heavy Rain, , ,3,S,7,SW,UNION HILL,03/09/2011,300,31.1844,-92.8276,30.9179,-92.8222,"Rainfall totals of 5 to 8 inches resulted in widespread flash flooding in a swath from southwest to northeast across Rapides Parish, including the Alexandria area. An unknown but significant number of homes flooded. Dozens of cars reportedly stalled in the flood waters, especially in underpasses beneath Interstate 49 in Alexandria. Numerous roads were closed due to flooding in and east of Alexandria, including Madeline Drive, Jackson Street, MacArthur Drive, Plantation Drive, Bohannon Road, Shirley Park Place, Simmons Street, and Mohon Street. Rapides Parish Sheriff Officers had to use boats to reach residents in the Philadelphia community on Grandpa Road due to flooding.||Rainfall totals included 7.61 inches at the Rapides Parish 911 Center located 5 miles south-southeast of Alexandria, 7.72 inches from the coop observer located 2 miles southwest of Elmer, and 7.57 inches from a tv meteorologist located 7 miles east of Alexandria.","A strong upper level trough moving across the region produced several severe thunderstorms across central Louisiana from the evening hours on March 8 into the early morning hours on March 9. Two supercell thunderstorms produced a total of 3 tornadoes across Rapides Parish, while the repeated development of thunderstorms across eastern Vernon and Rapides Parishes caused widespread flash flooding.",6
280554,TANGIPAHOA PAR.,TANGIPAHOA,03/08/2011,2110,Flood, , ,0,0,30000,0,LA,CST-6, ,48068,C,105,LIX,0,0,Law Enforcement,Heavy Rain, , ,0,N,1,W,TANGIPAHOA,03/08/2011,2330,30.87,-90.5,30.8691,-90.5169,"The Kentwood Police Department reported 6 water rescues as a result of flooding along a creek in the village of Tangipahoa.","Thunderstorms in advance of a strong cold front produced numerous reports of flooding and severe weather on the afternoon of the 8th through the morning of the 9th.",7
280558,ST. HELENA PAR.,GREENSBURG,03/08/2011,2125,Flash Flood, , ,0,0,50000,0,LA,CST-6, ,48068,C,91,LIX,0,0,Law Enforcement,Heavy Rain, , ,4,NE,3,N,GREENSBURG,03/08/2011,2330,30.8609,-90.6223,30.8698,-90.6654,"Louisiana State Troop L in Mandeville reported several water rescues underway with many roads impassible in the northeast quadrant of St. Helena Parish in the vicinity of Beaver Creek. Highways 441...440 and 38 were reported impassible.","Thunderstorms in advance of a strong cold front produced numerous reports of flooding and severe weather on the afternoon of the 8th through the morning of the 9th.",8
292860,VERNON PAR.,(POE)FT POLK AAF LEE,03/08/2011,2200,Flash Flood, , ,0,0,0,0,LA,CST-6, ,49845,C,115,LCH,0,0,Other Federal Agency,Heavy Rain, , ,3,S,4,E,ROSEPINE,03/09/2011,300,31.0029,-93.2069,30.9179,-93.2069,"USGS stream gauge at a low water crossing along the west fork of Six Mile Creek indicated water rose to a level of over 2 feet on the roadway, peaking around 12:00 AM on March 9.","A strong upper level trough moving across the region produced several severe thunderstorms across central Louisiana from the evening hours on March 8 into the early morning hours on March 9. Two supercell thunderstorms produced a total of 3 tornadoes across Rapides Parish, while the repeated development of thunderstorms across eastern Vernon and Rapides Parishes caused widespread flash flooding.",9
282419,LA SALLE PAR.,TROUT,03/09/2011,2,Flash Flood, , ,0,0,0,0,LA,CST-6, ,48353,C,59,SHV,0,0,Law Enforcement,Heavy Rain, , ,2,E,1,W,JENA ARPT,03/09/2011,300,31.7022,-92.1547,31.6683,-92.1629,"Widespread flooding was reported in Jena.  Road closures included Hwy. 84, Elm Street, Coward and Jackson Streets.","A very warn and tropical like airmass remained across much of Central and Northeast Louisiana during the late evening hours of March 7th into the overnight and predawn hours of March 8th.  A strong cold front had pushed into Northeast Louisiana and had slowed its forward progress across this region.  Strong thunderstorms began to train across Central Louisiana...resulting in some reports of Flash Flooding across Grand and LaSalle Parishes in East Central Louisiana.",10
